	reactant	product	byproduct	reagent	solvent	catalyst	yield
4017	CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1COCC(F)(F)F.Nc1nonc1C(=O)c1ccccc1	CS(=O)(=O)c1ccc(C(=O)Nc2nonc2C(=O)c2ccccc2)c(Cl)c1COCC(F)(F)F	empty	CCCP1(=O)OP(=O)(CCC)OP(=O)(CCC)O1.CCN(CC)CC	empty	empty	0.0
4018	NS(=O)(=O)c1ccccc1S(N)(=O)=O.O=C(O)c1ccccc1-c1ccc2cccc-2o1	NS(=O)(=O)c1ccccc1S(=O)(=O)NC(=O)c1ccccc1-c1ccc2cccc-2o1	empty	ClCCCl	empty	empty	0.0
4019	Nc1nc2cc(C(=O)N3CCOCC3)ccc2[nH]1.O=C(O)c1csc(-c2ccc3c(c2)CCO3)n1	O=C(Nc1nc2cc(C(=O)N3CCOCC3)ccc2[nH]1)c1csc(-c2ccc3c(c2)CCO3)n1	empty	CCN(C(C)C)C(C)C.CN(C)C(On1nnc2ccccc21)=[N+](C)C.F[P-](F)(F)(F)(F)F	empty	empty	0.0
4020	Nc1ccc2c(c1)N(C(=O)C(F)(F)F)CCC2.O=C(O)c1ccc(-c2ccccc2)nc1	O=C(Nc1ccc2c(c1)N(C(=O)C(F)(F)F)CCC2)c1ccc(-c2ccccc2)nc1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4021	Nc1ncnc2c1ncn2OCc1ccccc1.O=C(Cl)c1ccccc1C(=O)Cl	O=C1c2ccccc2C(=O)N1c1ncnc2c1ncn2OCc1ccccc1	empty	CCN(CC)CC	empty	empty	0.0
4022	COc1ccccc1Sc1ccc(C(=O)O)cc1.CS(N)(=O)=O	COc1ccccc1Sc1ccc(C(=O)NS(C)(=O)=O)cc1	empty	CCN=C=NCCCN(C)C	empty	empty	0.0
4023	COC(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1.N	COC(=O)c1cc(C(N)=O)cc([N+](=O)[O-])c1	empty	O=C(Cl)C(=O)Cl	empty	empty	0.0
4024	CC(C)(C)C(=O)NCc1ccc(Cl)c(C(=O)O)c1F.Nc1cccc2c(Oc3ccc(C(F)(F)F)cc3)ccnc12	CC(C)(C)C(=O)NCc1ccc(Cl)c(C(=O)Nc2cccc3c(Oc4ccc(C(F)(F)F)cc4)ccnc23)c1F	empty	CCN(C(C)C)C(C)C.O=C(Cl)C(=O)Cl	empty	empty	0.0
4025	NCC(c1ccccc1)c1ccccc1.O=C(O)CN1CCC(c2ccccc2)(c2ccccc2)C1=O	O=C(CN1CCC(c2ccccc2)(c2ccccc2)C1=O)NCC(c1ccccc1)c1ccccc1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4026	O=C(O)CN1CCCC(c2ccccc2)(c2ccccc2)C1=O.c1ccc(C(c2ccccc2)N2CCNCC2)cc1	O=C(CN1CCCC(c2ccccc2)(c2ccccc2)C1=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4027	CC(C)(C)OC(=O)N1CCC(NCc2ccccc2C(F)(F)F)CC1.O=C(OC(=O)C(F)(F)F)C(F)(F)F	CC(C)(C)OC(=O)N1CCC(N(Cc2ccccc2C(F)(F)F)C(=O)C(F)(F)F)CC1	empty	CCN(CC)CC	empty	empty	0.0
4028	COc1ccc2c(c1)CC[C@@H](O)[C@@H]2c1ccccc1.Cc1ccc(S(=O)(=O)Cl)cc1	COc1ccc2c(c1)CC[C@@H](OS(=O)(=O)c1ccc(C)cc1)[C@@H]2c1ccccc1	empty	CCN(C(C)C)C(C)C	empty	empty	0.0
4029	CC(N)c1ccc(C(C)(C)C#N)c(Cl)c1.N#Cc1cccc2ncn(CC(=O)O)c12	CC(NC(=O)Cn1cnc2cccc(C#N)c21)c1ccc(C(C)(C)C#N)c(Cl)c1	empty	CN(C)C(On1nnc2cccnc21)=[N+](C)C.F[P-](F)(F)(F)(F)F	empty	empty	0.0
4030	COC(=O)c1ccc(O)c(N)c1.O=C(O)COc1ccc(C23CC4CC(CC(C4)C2)C3)cc1	COC(=O)c1ccc(O)c(NC(=O)COc2ccc(C34CC5CC(CC(C5)C3)C4)cc2)c1	empty	O=C(Cl)C(=O)Cl.c1ccncc1	empty	empty	0.0
4031	CCCCCCNCc1ccccc1.CCOC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)OCC	CCCCCCN(Cc1ccccc1)C(=O)COc1ccc(C[C@H](OCC)C(=O)OCC)cc1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4032	COC(=O)C1CCOc2cc(Oc3ccc(C(=O)O)cc3)c(C#N)cc21.Nc1ccc(Cl)c(Cl)c1	COC(=O)C1CCOc2cc(Oc3ccc(C(=O)Nc4ccc(Cl)c(Cl)c4)cc3)c(C#N)cc21	empty	CCN(C(C)C)C(C)C.O=C(Cl)C(=O)Cl	empty	empty	0.0
4033	COCC(C)(C)c1c(F)cc(N)cc1F.COc1ccc2c(c1)CCN(C(=O)OC(C)(C)C)C2C(=O)O	COCC(C)(C)c1c(F)cc(NC(=O)C2c3ccc(OC)cc3CCN2C(=O)OC(C)(C)C)cc1F	empty	CCCP1(=O)OP(=O)(CCC)OP(=O)(CCC)O1.CCN(C(C)C)C(C)C	empty	empty	0.0
4034	O=C(O)c1c(-c2ccccc2)oc2ccccc2c1=O.c1ccc(CN2CCNCC2)cc1	O=C(c1c(-c2ccccc2)oc2ccccc2c1=O)N1CCN(Cc2ccccc2)CC1	empty	CS(=O)(=O)Cl	empty	empty	0.0
4035	CC(=O)OC(C)=O.CC(O)/C=C/c1cnc(Oc2ccc(OC(C)C)cc2)s1	CC(=O)OC(C)/C=C/c1cnc(Oc2ccc(OC(C)C)cc2)s1	empty	CCN(CC)CC	empty	empty	0.0
4036	Cn1nc(-c2cccs2)cc1-c1ccc(N)cc1.O=C(Cl)c1c(F)cccc1F	Cn1nc(-c2cccs2)cc1-c1ccc(NC(=O)c2c(F)cccc2F)cc1	empty	CCN(C(C)C)C(C)C	empty	empty	0.0
4037	O=C(O)CN(c1ccccc1)c1ccccc1.c1ccc(C(c2ccncc2)N2CCNCC2)cc1	O=C(CN(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccncc2)CC1	empty	ClCCCl	empty	empty	0.0
4038	CC(C)(C)OC(=O)N(CCOc1cc(Cl)cc(C(=O)O)c1)c1ccncc1.c1ccc(NCCCn2ncnn2)cc1	CC(C)(C)OC(=O)N(CCOc1cc(Cl)cc(C(=O)N(CCCn2ncnn2)c2ccccc2)c1)c1ccncc1	empty	CCN(C(C)C)C(C)C.O=C(Cl)C(=O)Cl	empty	empty	0.0
4039	COCCCCn1c(C(=O)N(CC(C)C)[C@H]2C[C@@H](C(=O)O)CN(C(=O)OC(C)(C)C)C2)nc2ccccc21.Cc1ccccc1S(=O)(=O)Cl.Cc1oc(=O)oc1CO.Cl	COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)OCc3oc(=O)oc3C)C2)nc2ccccc21.Cl.Cl	empty	O=C([O-])[O-].[K+].[K+]	empty	empty	0.0
4040	CNC.Cc1c(NC(=O)N2CCCC(C(=O)O)C2)ccc2c1c1ccccc1n2C(C)C	Cc1c(NC(=O)N2CCCC(C(=O)N(C)C)C2)ccc2c1c1ccccc1n2C(C)C	empty	CCN=C=NCCCN(C)C	empty	empty	0.0
4041	CC(C)(C)OC(=O)OC(C)(C)C.O=Cc1c[nH]c2ncccc12	CC(C)(C)OC(=O)n1cc(C=O)c2cccnc21	empty	CC#N.CCN(CC)CC	empty	empty	0.0
4042	CC1(C)CCCNc2cc([N+](=O)[O-])ccc21.O=C(Cl)CN1C(=O)c2ccccc2C1=O	CC1(C)CCCN(C(=O)CN2C(=O)c3ccccc3C2=O)c2cc([N+](=O)[O-])ccc21	empty	c1ccncc1	empty	empty	0.0
4043	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Ic1n[nH]c2ncccc12	CC(C)(C)OC(=O)n1nc(I)c2cccnc21	empty	CCN(CC)CC	empty	empty	0.0
4044	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.O=S(=O)(CCO)c1ccccc1-c1ccc2[nH]c(CBr)nc2c1	CC(C)(C)OC(=O)n1c(CBr)nc2cc(-c3ccccc3S(=O)(=O)CCO)ccc21	empty	CCN(CC)CC	empty	empty	0.0
4045	CC(=O)OC(C)=O.Cc1cncc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1	CC(=O)NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cncc(C)c2)cc1	empty	CCN(CC)CC	empty	empty	0.0
4046	CCS(=O)(=O)c1ccc(OCC2CC2(F)F)c(-c2cn(C)c(=O)c3[nH]c(C(=O)O)cc23)c1.NCC(F)(F)F	CCS(=O)(=O)c1ccc(OCC2CC2(F)F)c(-c2cn(C)c(=O)c3[nH]c(C(=O)NCC(F)(F)F)cc23)c1	empty	O=C(Cl)C(=O)Cl	empty	empty	0.0
4047	O=C(O)c1ccc(OCc2ccccc2)cc1.c1ccc2c(c1)NCCO2	O=C(c1ccc(OCc2ccccc2)cc1)N1CCOc2ccccc21	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4048	CC(=O)Nc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1Br.CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C	CC1=Nc2ccc(C(=O)NN(C(=O)c3cc(C)cc(C)c3)C(C)(C)C)cc2B(O)O1	empty	CC(=O)[O-].[K+]	empty	empty	0.0
4049	NS(=O)(=O)c1cccs1.O=C(O)C(=O)Nc1cccc2c1N(Cc1ccc3ccccc3c1)C(=O)CO2	O=C(Nc1cccc2c1N(Cc1ccc3ccccc3c1)C(=O)CO2)C(=O)NS(=O)(=O)c1cccs1	empty	CCN=C=NCCCN(C)C	empty	empty	0.0
4050	C=C(OCC)[Sn](CCCC)(CCCC)CCCC.CC(C)(C)OC(=O)Cn1nc(Br)c2cc(CCc3ncccn3)ccc21	CC(=O)c1nn(CC(=O)OC(C)(C)C)c2ccc(CCc3ncccn3)cc12	empty	O	empty	empty	0.0
4051	CC(=O)OC(C)=O.CC(C)c1nc2c(I)c(N)ccc2c(=O)n1-c1ccc(Cl)cc1	CC(=O)Nc1ccc2c(=O)n(-c3ccc(Cl)cc3)c(C(C)C)nc2c1I	empty	C1CCOC1	empty	empty	0.0
4052	CC(C)(C)C(=O)NCc1ccc(Cl)c(C(=O)O)c1F.Cc1nc(Oc2cccc(C(F)(F)F)c2)c2cccc(N)c2n1	Cc1nc(Oc2cccc(C(F)(F)F)c2)c2cccc(NC(=O)c3c(Cl)ccc(CNC(=O)C(C)(C)C)c3F)c2n1	empty	CCN(C(C)C)C(C)C.O=C(Cl)C(=O)Cl	empty	empty	0.0
4053	CC(C)(C)OC(=O)N1CCC(C)(C(=O)O)CC1.Nc1cccc(-c2cnco2)c1	CC(C)(C)OC(=O)N1CCC(C)(C(=O)Nc2cccc(-c3cnco3)c2)CC1	empty	O=C(Cl)C(=O)Cl.c1ccncc1	empty	empty	0.0
4054	COc1ccc(C[C@@H](C(=O)O)N(C)C(=O)OCc2ccccc2)cc1.C[C@@H](O)[C@H](NC(=O)OC(C)(C)C)C(=O)OCC(=O)c1ccccc1	COc1ccc(C[C@@H](C(=O)O[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)OCC(=O)c2ccccc2)N(C)C(=O)OCc2ccccc2)cc1	empty	C(=NC1CCCCC1)=NC1CCCCC1	empty	empty	0.0
4055	CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C=CC(=O)O)Cc1ccc(Cl)cc1.COc1ccccc1CN	COc1ccccc1CNC(=O)C=CC(Cc1ccc(Cl)cc1)N(C)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4056	CC(C)(C)OC(=O)C(C)(C)Sc1ccc(C(=O)O)cc1.CCCCCCn1c(CO)nn(Cc2ccc(C)cc2)c1=O	CCCCCCn1c(COC(=O)c2ccc(SC(C)(C)C(=O)O)cc2)nn(Cc2ccc(C)cc2)c1=O	empty	ClCCCl	empty	empty	0.0
4057	CC(C)(C)OC(=O)N=C(N)N(Cc1ccc(OCCCO)c(Br)c1)C(=O)OC(C)(C)C.CS(=O)(=O)Cl	CC(C)(C)OC(=O)N=C(N)N(Cc1ccc(OCCCOS(C)(=O)=O)c(Br)c1)C(=O)OC(C)(C)C	empty	CCN(CC)CC	empty	empty	0.0
4058	Cc1ccc(CC(=O)O)cc1.Cc1nc(-c2ccnc(N)c2)c(-c2cccc(N)c2)s1	Cc1ccc(CC(=O)Nc2cccc(-c3sc(C)nc3-c3ccnc(N)c3)c2)cc1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4059	Cc1ccc(S(=O)(=O)Cl)cc1.OCC1CCOCC1	Cc1ccc(S(=O)(=O)OCC2CCOCC2)cc1	empty	CCN(CC)CC	empty	empty	0.0
4060	C=Cc1cc(C)cc(C)c1C1=C(O)C2(CCN(OC)CC2)N(OC2CCCO2)C1=O.CCOC(=O)Cl	C=Cc1cc(C)cc(C)c1C1=C(OC(=O)OCC)C2(CCN(OC)CC2)N(OC2CCCO2)C1=O	empty	CCN(CC)CC	empty	empty	0.0
4061	C#CCNc1cn(-c2cccnc2)nc1Cl.CSC(CC(=O)O)C(F)(F)F	C#CCN(C(=O)CC(SC)C(F)(F)F)c1cn(-c2cccnc2)nc1Cl	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4062	CC(=O)Cl.CCCN1CCC[C@H]2Cc3nc(N)sc3C[C@@H]21	CCCN1CCC[C@H]2Cc3nc(NC(C)=O)sc3C[C@@H]21	empty	C1CCOC1	empty	empty	0.0
4063	CC(C)C(=O)OC(=O)C(C)C.COCCCOc1cc(C(O)[C@@H](C[C@H](N=[N+]=[N-])[C@@H]2C[C@@H](C(C)C)C(=O)O2)C(C)C)ccc1C	COCCCOc1cc([C@@H](OC(=O)C(C)C)C(C[C@H](N=[N+]=[N-])[C@@H]2C[C@@H](C(C)C)C(=O)O2)C(C)C)ccc1C	empty	c1ccncc1	empty	empty	0.0
4064	CC(=O)Cl.COc1ccc(CNC(=O)c2cc([N+](=O)[O-])ccc2N[C@@H]2CC[C@H](O)CC2)cc1OC	COc1ccc(CNC(=O)c2cc([N+](=O)[O-])ccc2N[C@H]2CC[C@@H](OC(C)=O)CC2)cc1OC	empty	CCN(CC)CC	empty	empty	0.0
4065	CN(C(=O)OC(C)(C)C)C1CCNCC1.O=c1[nH]c2cc(Br)ccc2c(=O)o1	CN(C(=O)OC(C)(C)C)C1CCN(C(=O)c2ccc(Br)cc2N)CC1	empty	O	empty	empty	0.0
4066	Cc1cc(F)ccc1[C@@H]1[C@@H](O[C@H](C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)OC[C@@H]2CNC[C@H]21.O=C(Cl)N1CCOCC1	Cc1cc(F)ccc1[C@@H]1[C@@H](O[C@H](C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)OC[C@@H]2CN(C(=O)N3CCOCC3)C[C@H]21	empty	CCN(C(C)C)C(C)C	empty	empty	0.0
4067	Nc1ccc(N2CCCCC2)cc1C(=O)Nc1ccn(-c2cccc(C(F)(F)F)c2)n1.O=C(O)c1cccc(CCl)n1	O=C(Nc1ccc(N2CCCCC2)cc1C(=O)Nc1ccn(-c2cccc(C(F)(F)F)c2)n1)c1cccc(CCl)n1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4068	CC(C)(C)OC(=O)CNc1ccc(Br)cc1.CS(=O)(=O)Cl	CC(C)(C)OC(=O)CN(c1ccc(Br)cc1)S(C)(=O)=O	empty	CCN(CC)CC	empty	empty	0.0
4069	CC(C)c1cc(C(C)C)c(S(=O)(=O)Cl)c(C(C)C)c1.Oc1nc(-c2ccncc2)nc2cc(-c3ccccc3)sc12	CC(C)c1cc(C(C)C)c(S(=O)(=O)Oc2nc(-c3ccncc3)nc3cc(-c4ccccc4)sc23)c(C(C)C)c1	empty	CCN(CC)CC	empty	empty	0.0
4070	CC(C)(C)c1c(F)cc(OCC(=O)O)cc1F.C[C@@H](N)c1ccc(NS(C)(=O)=O)c(CO)c1	C[C@@H](NC(=O)COc1cc(F)c(C(C)(C)C)c(F)c1)c1ccc(NS(C)(=O)=O)c(CO)c1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4071	Cc1c(C(F)(F)F)[nH]c2c(C(=O)O)cccc12.Cc1ccc(N)cc1-c1cncnc1	Cc1ccc(NC(=O)c2cccc3c(C)c(C(F)(F)F)[nH]c23)cc1-c1cncnc1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4072	CC(=O)O.CCc1ccc(Oc2ccc(S(N)(=O)=O)cc2F)c(O)c1.CN(C)c1ccncc1	CCc1ccc(Oc2ccc(S(=O)(=O)NC(C)=O)cc2F)c(OC)c1	empty	CCN=C=NCCCN(C)C	empty	empty	0.0
4073	CCOP(=O)(Cc1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccc([C@@H]4CC[C@@H](O)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1)OCC.CS(=O)(=O)Cl	CCOP(=O)(Cc1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccc([C@@H]4CC[C@@H](OS(C)(=O)=O)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1)OCC	empty	CCN(CC)CC	empty	empty	0.0
4074	CC(=O)NCCCS(=O)(=O)Cl.CC(C)OC(=O)C(C)(C)CO	CC(=O)NCCCS(=O)(=O)OCC(C)(C)C(=O)OC(C)C	empty	CCN(CC)CC	empty	empty	0.0
4075	CC(=O)Cl.N#CC(c1ccccc1)C(CCO)c1c(F)cccc1F	CC(=O)OCCC(c1c(F)cccc1F)C(C#N)c1ccccc1	empty	CCN(CC)CC	empty	empty	0.0
4076	CC(C)Oc1ccc(-c2ccccc2C(=O)Nc2ccc(CC(=O)O)cc2C(=O)N(C)C)cc1.CCOC(=O)[C@]1(CO)c2ccccc2C(=O)N1C	CCOC(=O)[C@]1(COC(=O)Cc2ccc(NC(=O)c3ccccc3-c3ccc(OC(C)C)cc3)c(C(=O)N(C)C)c2)c2ccccc2C(=O)N1C	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4077	Cc1c(C(=O)O)n[nH]c1[Si](C(C)C)(C(C)C)C(C)C.Nc1ccc(C(F)(F)F)cc1	Cc1c(C(=O)Nc2ccc(C(F)(F)F)cc2)n[nH]c1[Si](C(C)C)(C(C)C)C(C)C	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4078	CCS.Cn1cnc(C#N)c1C(=O)O	CCSC(=O)c1c(C#N)ncn1C	empty	C(=NC1CCCCC1)=NC1CCCCC1	empty	empty	0.0
4079	CC(C)Oc1cc(Oc2cnc(NCC3CC3)cn2)cc(C(=O)Nc2ccn(C)n2)c1.O=C(O)C1CCOCC1	CC(C)Oc1cc(Oc2cnc(N(CC3CC3)C(=O)C3CCOCC3)cn2)cc(C(=O)Nc2ccn(C)n2)c1	empty	CN(C)C=O.O=C(Cl)C(=O)Cl	empty	empty	0.0
4080	CC(=O)Nc1nc(C)c(S(N)(=O)=O)s1.COc1cc(Nc2ncc(-c3cnc(OC)c(C(=O)O)c3)c(-n3nc(C(F)(F)F)cc3C)n2)cc(OC)c1	COc1cc(Nc2ncc(-c3cnc(OC)c(C(=O)NS(=O)(=O)c4sc(NC(C)=O)nc4C)c3)c(-n3nc(C(F)(F)F)cc3C)n2)cc(OC)c1	empty	CCN(CC)CC.C[n+]1ccccc1Cl.[I-]	empty	empty	0.0
4081	C/C=C1/CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)C3=CC[C@]12C.CC(=O)OC(C)=O	C/C=C1/CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)C3=CC[C@]12C	empty	CCN(CC)CC	empty	empty	0.0
4082	CC1CC[C@H](C(C)C)[C@@H](O)C1.O=C(O)/C=C/C(=O)c1ccccc1	CC1CCC(C(C)C)C(OC(=O)/C=C/C(=O)c2ccccc2)C1	empty	ClC(Cl)Cl	empty	empty	0.0
4083	Nc1ccccc1Oc1ccccc1.O=C(O)c1cccc(C[C@@H]2CCC[C@H]2c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1	O=C(Nc1ccccc1Oc1ccccc1)c1cccc(C[C@@H]2CCC[C@H]2c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4084	CC(=O)OC(C)=O.Clc1ccc2c(c1)CNc1ccccc1CO2	CC(=O)N1Cc2cc(Cl)ccc2OCc2ccccc21	empty	c1ccncc1	empty	empty	0.0
4085	CC1(CN)CCCCCC1.COC(=O)c1ccccc1-c1ccc(Cl)c(C(=O)[O-])c1	COC(=O)c1ccccc1-c1ccc(Cl)c(C(=O)NCC2(C)CCCCCC2)c1	empty	CCN(CC)CC.O=C(Cl)C(=O)Cl	empty	empty	0.0
4086	Nc1ccccc1.O=C(O)COc1ccc(CCCCNC(=O)OCc2ccccc2)cc1	O=C(COc1ccc(CCCCNC(=O)OCc2ccccc2)cc1)Nc1ccccc1	empty	CCN=C=NCCCN(C)C.Cl	empty	empty	0.0
4087	Clc1ccccc1C1CCCN1.O=C(O)c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-n1cccc1	O=C(c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-n1cccc1)N1CCCC1c1ccccc1Cl	empty	CCN=C=NCCCN(C)C	empty	empty	0.0
4088	C#CCCO.Cc1ccc(S(=O)(=O)Cl)cc1	C#CCCOS(=O)(=O)c1ccc(C)cc1	empty	CCN(CC)CC	empty	empty	0.0
4089	COC(=O)c1n[nH]c(N)n1.O=C(O)c1csc(-c2ccc3c(c2)CCO3)n1	COC(=O)c1n[nH]c(NC(=O)c2csc(-c3ccc4c(c3)CCO4)n2)n1	empty	CCN(C(C)C)C(C)C.CN(C)C(On1nnc2ccccc21)=[N+](C)C.F[P-](F)(F)(F)(F)F	empty	empty	0.0
4090	CC(=O)OC/C(=C(\C(=O)O)c1ccccc1)c1ccc(S(C)(=O)=O)cc1.O=[N+]([O-])OCC(CCCO)O[N+](=O)[O-]	CC(=O)OC/C(=C(\C(=O)OCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])c1ccccc1)c1ccc(S(C)(=O)=O)cc1	empty	CCN=C=NCCCN(C)C	empty	empty	0.0
4091	O=C(Cl)CCl.O[C@@H]1CCCC[C@H]1c1ccccc1	O=C(CCl)O[C@@H]1CCCC[C@H]1c1ccccc1	empty	c1ccncc1	empty	empty	0.0
4092	CCS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1C1=NOC(CC#N)C1.CN(C)c1ccncc1.COc1nonc1N	CCS(=O)(=O)c1ccc(C(=O)Nc2nonc2C#N)c(Cl)c1C1=NOC(CC#N)C1	empty	CCCP1(=O)OP(=O)(CCC)OP(=O)(CCC)O1.CCN(CC)CC	empty	empty	0.0
4093	CCCc1nn(C)c(C(N)=O)c1N.CCOc1ccccc1C(=O)Cl	CCCc1nn(C)c(C(N)=O)c1NC(=O)c1ccccc1OCC	empty	CCN(CC)CC	empty	empty	0.0
4094	CCCCCCCCn1c(CO)nn(Cc2ccc(C)cc2)c1=O.COc1cc(C(=O)O)ccc1OC(C)(C)C(=O)OC(C)(C)C	CCCCCCCCn1c(COC(=O)c2ccc(OC(C)(C)C(=O)O)c(OC)c2)nn(Cc2ccc(C)cc2)c1=O	empty	ClCCCl	empty	empty	0.0
4095	CCOC(=O)c1cc(N)c2[nH]cc(CC)c2c1.O=S(=O)(Cl)CCCl	C=CS(=O)(=O)Nc1cc(C(=O)OCC)cc2c(CC)c[nH]c12	empty	c1ccncc1	empty	empty	0.0
4096	CCC(O)CC.COC(=O)Cl.O=S(=O)(Cl)Cl	CCC(CC)OC(=O)OCCl	empty	c1ccncc1	empty	empty	0.0
4097	C/N=C/c1ncc(-c2ccc3c(c2)OCO3)n1C.C=C(CBr)C(=O)OC	C=C1CC(c2ncc(-c3ccc4c(c3)OCO4)n2C)N(C)C1=O	empty	[Cl-].[NH4+]	empty	empty	0.0
4098	COc1cc(C2(C#N)CCC2)c([N+](=O)[O-])cc1OCc1ccccc1	COc1cc(C2(C#N)CCC2)c([N+](=O)[O-])cc1O	empty	[H][H]	empty	empty	0.0
4099	CO[C@@H]1CN(Cc2ccccc2)CC[C@@H]1O	CO[C@@H]1CNCC[C@@H]1O	empty	[H][H]	empty	empty	0.0
4100	COc1cc2c(OC(C)C)nc(Nc3cc(C)[nH]n3)cc2cc1OCc1ccccc1	COc1cc2c(OC(C)C)nc(Nc3cc(C)[nH]n3)cc2cc1O	empty	[H][H]	empty	empty	0.0
4101	CCOC(=O)CCN(C(=O)c1ccc2sc(CCc3ccc(C(=N)N)cc3)nc2c1)c1ccccc1.Cl	Cl.N=C(N)c1ccc(CCc2nc3cc(C(=O)N(CCC(=O)O)c4ccccc4)ccc3s2)cc1	empty	[Na+].[OH-]	empty	empty	0.0
4102	COc1ncc(N2C[C@@H](C)N(Cc3ccccc3)[C@@H](C)C2)cc1NS(=O)(=O)c1ccc(-c2ccc(C)o2)c(F)c1.Cl	COc1ncc(N2C[C@@H](C)N[C@@H](C)C2)cc1NS(=O)(=O)c1ccc(-c2ccc(C)o2)c(F)c1.Cl	empty	[H][H]	empty	empty	0.0
4103	CC1(C)CC(Oc2cccc(NC(=O)c3ccc(F)cc3Cl)n2)CCN1Cc1ccccc1	CC1(C)CC(Oc2cccc(NC(=O)c3ccc(F)cc3)n2)CCN1	empty	O=C[O-].[NH4+]	empty	empty	0.0
4104	CCC(=O)N(c1ccccc1)C1(COC)CCN(Cc2ccccc2)CC1	CCC(=O)N(c1ccccc1)C1(COC)CCNCC1	empty	[H][H]	empty	empty	0.0
4105	Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1	O=CNc1ccc(Cl)cn1	empty	O=C(Cl)C(=O)Cl.c1ccncc1	empty	empty	0.0
4106	OC(CN(Cc1ccccc1)CC(O)C1CCc2ccccc2O1)C1CCc2ccccc2O1	OC(CNCC(O)C1CCc2ccccc2O1)C1CCc2ccccc2O1	empty	[H][H]	empty	empty	0.0
4107	CN1CCN(C2=Nc3ccccc3Cn3cccc32)CC1	NC1=Nc2ccccc2Cn2cccc21	empty	CC(=O)O	empty	empty	0.0
4108	CCCCc1ccc(C2=CCN(Cc3ccccc3)CC2)cc1	CCCCc1ccc(C2CCNCC2)cc1	empty	O=C[O-].[NH4+]	empty	empty	0.0
4109	COc1ccc(C(=O)C2(C(NCc3ccccc3)(c3ccc(OCCCC(F)(F)F)cc3)C(F)(F)F)CC2)cc1	COc1ccc(C(=O)C2(C(N)(c3ccc(OCCCC(F)(F)F)cc3)C(F)(F)F)CC2)cc1	empty	O=CO	empty	empty	0.0
4110	CC1CN(Cc2ccccc2)CCN1C(=O)OC(C)(C)C	CC1CNCCN1C(=O)OC(C)(C)C	empty	[H][H]	empty	empty	0.0
4111	COc1ccc(C2(C(NCc3ccccc3)c3nc4ccccc4[nH]3)CC2)cc1	COc1ccc(C2(C(N)c3nc4ccccc4[nH]3)CC2)cc1	empty	N#N	empty	empty	0.0
4112	OC1(c2ccccc2N(Cc2ccccc2)Cc2ccccc2)CC1	Nc1ccccc1C1(O)CC1	empty	[H][H]	empty	empty	0.0
